,1_AK124p1_Adh.count,2_AK124p1_SPH3d.count,3_AK124p1_SPH6d.count,4_AK124p1_SPH9d.count,5_AK125p1_Adh.count,6_AK125p1_SPH3d.count,7_AK125p1_SPH6d.count,8_AK125p1_SPH9d.count,AK82p2Adh,AK82p3SPH3d,AK82p3SPH6d,AK82p3SPH10d,AK86p1Adh,AK86p2-SPH3d,AK86p2-SPH6d,AK86p2-SPH10d
TALDO1,1746,1299,1113,1101,3574,3956,3955,3580,6471,6502,5793,5348,4914,7485,6091,5201
TAMM41,93,51,43,49,227,176,176,125,323,212,242,250,257,185,230,211
TANC1,238,255,241,246,535,899,951,754,1470,1787,1736,1860,1181,1920,1826,1861
TANC2,481,270,250,246,885,825,924,818,2401,2503,2653,2632,2190,2823,2828,2907
TANGO2,119,107,109,108,295,317,305,280,478,648,712,720,266,662,643,605
TANGO6,91,67,51,55,174,187,165,156,757,254,295,363,244,270,310,428
TANK,262,196,232,206,586,594,599,504,858,1047,1252,1015,846,1175,1216,1026
TAOK1,548,424,437,479,1091,1357,1522,1325,3222,4955,5464,5451,1936,6267,6189,5695
TAOK2,272,354,363,367,480,1162,1265,1101,1184,1572,1899,2076,528,2047,2191,1986
TAOK3,142,138,128,149,349,423,430,437,946,755,860,898,677,760,850,1034
TAP1,271,231,212,185,511,803,704,672,661,1070,1382,1469,390,1203,1330,1418
TAP2,193,191,164,161,445,607,717,598,1785,1653,1687,1742,831,1557,1696,2358
TAPBP,928,959,829,781,1856,2760,2677,2193,2452,4130,4579,3991,2576,4897,4578,3861
TAPBPL,101,156,134,117,138,306,326,263,203,410,429,376,134,518,545,423
TAPSAR1,6,14,11,14,17,32,34,28,62,67,89,62,37,73,91,48
TAPT1,77,86,85,66,169,254,281,263,430,537,652,582,402,709,685,455
TAPT1-AS1,4,5,7,6,8,15,21,12,31,20,53,62,37,14,25,42
TARBP1,109,69,85,83,254,226,296,261,1036,1029,1316,1572,1448,894,1065,1168
TARBP2,143,127,115,100,282,431,365,318,615,452,549,546,380,517,607,556
TARDBP,384,444,400,417,841,1300,1452,1182,5080,3594,4121,3688,4253,3617,3909,3702
TARM1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TARP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TARS,1040,749,657,567,2702,2173,2544,1923,5052,3593,4507,3783,3622,3665,4599,4493
TARS2,228,191,133,134,475,473,482,417,954,804,897,1034,595,744,741,751
TARSL2,86,73,77,78,129,169,193,168,192,372,399,359,189,302,287,239
TAS1R1,0,0,0,0,0,0,0,0,2,2,1,3,5,2,4,0
TAS1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS1R3,0,4,1,1,4,7,7,9,6,12,13,9,19,24,20,12
TAS2R1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
TAS2R10,0,0,0,0,0,1,2,0,2,12,10,5,9,5,7,6
TAS2R13,0,0,1,0,0,0,2,0,3,0,0,0,3,0,1,0
TAS2R14,1,0,2,1,7,2,3,2,21,16,28,16,34,15,18,10
TAS2R16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TAS2R19,0,1,0,0,1,1,0,0,5,3,5,5,10,2,3,1
TAS2R20,0,3,4,2,12,6,6,2,18,26,24,17,36,17,13,20
TAS2R3,0,0,0,0,0,4,2,0,3,5,6,5,1,5,16,21
TAS2R30,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
TAS2R31,1,0,0,0,3,3,0,0,7,2,8,3,6,4,3,5
TAS2R38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R4,0,0,0,1,0,1,0,0,1,10,21,17,14,9,24,16
TAS2R40,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
TAS2R41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
TAS2R42,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
TAS2R43,0,0,0,0,0,0,0,0,2,2,1,2,4,0,4,0
TAS2R46,1,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0
TAS2R5,1,1,2,2,4,11,11,3,7,27,38,45,30,24,40,49
TAS2R50,0,0,0,0,0,0,1,0,1,1,3,0,0,2,1,1
TAS2R60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
TAS2R9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
TASP1,36,20,27,26,69,87,107,92,227,250,292,242,149,229,244,252
TAT,0,1,0,1,2,2,4,0,17,18,12,13,5,12,14,6
TATDN1,131,109,86,84,403,293,314,270,594,640,660,549,603,636,547,487
TATDN2,164,180,160,136,303,572,524,500,1345,1343,1565,1302,565,1461,1519,1281
TATDN3,62,50,50,64,174,139,167,135,349,353,426,412,289,396,387,322
TAX1BP1,612,774,812,687,1575,2167,2317,2030,3096,4629,5449,5098,1797,5216,5035,4501
TAX1BP3,35,42,22,27,60,106,100,91,94,140,158,163,41,183,213,184
TAZ,178,143,114,103,388,383,420,312,764,729,671,697,867,596,593,532
TBATA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TBC1D1,547,417,300,338,1213,1271,1271,1199,3195,3112,3341,3217,1744,3097,3257,2851
TBC1D10A,179,123,95,113,305,437,429,388,346,564,614,474,260,649,620,479
TBC1D10B,355,311,295,279,730,990,1065,852,1271,1286,1620,1431,705,1556,1667,1485
TBC1D10C,2,7,3,6,3,3,11,5,15,16,21,18,27,25,24,10
TBC1D12,72,58,61,43,163,158,143,154,370,415,393,428,258,385,413,366
TBC1D13,206,199,196,170,446,639,648,562,765,1074,1111,1167,391,1300,1244,1081
TBC1D14,270,222,222,239,635,662,788,658,724,1223,1583,1493,291,1448,1702,1439
TBC1D15,195,160,171,168,488,435,507,454,1185,1437,1642,1338,981,1725,1559,1053
TBC1D16,654,608,600,549,1297,1809,1998,1865,1703,2480,3024,3201,863,3271,3687,3383
TBC1D17,295,326,344,356,717,1074,1331,1127,639,1218,1282,1440,610,1435,1330,1156
TBC1D19,62,69,54,71,111,195,191,170,241,341,464,479,212,373,505,412
TBC1D2,524,345,323,309,872,759,817,669,1975,1200,1257,1138,1216,1543,1633,1845
TBC1D20,427,307,326,342,942,945,1135,933,1255,1702,1975,1754,1467,1855,1902,1484
TBC1D21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
TBC1D22A,280,205,181,218,531,634,613,520,689,714,750,744,412,802,829,660
TBC1D22B,169,129,151,143,324,353,396,385,543,659,813,724,470,664,821,651
TBC1D23,230,185,176,147,412,473,525,463,1164,1191,1464,1388,766,1267,1528,1243
TBC1D24,75,82,77,77,180,313,304,231,445,671,850,677,360,637,802,653
TBC1D25,149,96,80,95,256,284,295,250,340,482,565,427,265,578,468,404
TBC1D26,1,0,0,0,0,0,0,0,1,2,1,0,2,0,1,0
TBC1D28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D29,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,1
TBC1D2B,214,139,168,179,544,456,567,550,1008,882,1170,1110,920,702,915,1005
TBC1D3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D30,8,1,14,8,27,41,47,43,73,65,107,100,61,62,97,100
TBC1D31,32,33,20,18,54,58,66,57,294,131,157,140,150,110,124,129
TBC1D32,23,28,16,25,50,51,59,63,194,154,247,218,304,180,193,236
TBC1D3B,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2
TBC1D3C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3H,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBC1D3P1-DHX40P1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
TBC1D3P2,0,0,0,0,1,1,0,0,1,1,0,0,2,1,1,0
TBC1D3P5,1,1,1,0,1,0,1,1,2,12,6,11,8,9,5,10
TBC1D4,122,239,172,210,273,801,782,655,1011,1033,1027,1014,494,1234,1120,826
TBC1D5,414,409,397,375,929,1081,1189,1038,2032,2508,2834,2624,830,2345,2386,2213
TBC1D7,114,90,106,87,222,199,256,251,323,284,338,338,262,312,338,279
TBC1D8,87,135,74,93,290,543,490,364,1161,1625,1530,1160,1326,1746,1680,1243
TBC1D8B,55,50,58,54,77,116,120,108,378,317,368,453,214,317,374,418
TBC1D9,202,174,181,163,471,541,628,567,810,1641,2027,1743,462,1849,2073,1570
TBC1D9B,1390,1110,1052,1043,2424,3057,3136,2828,3936,4584,4910,5456,2413,5773,5625,4526
TBCA,598,347,376,310,1354,1124,1148,944,2338,1591,1859,1670,2008,1623,1755,1615
TBCB,406,393,329,351,1012,1289,1261,1097,1426,1167,1257,1329,1055,1321,1299,1251
TBCC,76,102,99,73,204,338,307,252,384,450,568,448,253,561,627,427
TBCCD1,45,41,33,40,100,112,127,116,235,234,317,285,217,256,293,281
TBCD,360,350,356,333,972,1250,1146,994,2507,2242,2056,1985,1009,2154,1967,1626
TBCE,132,92,88,66,260,294,273,272,602,456,485,445,367,375,363,403
TBCEL,92,67,72,73,155,242,256,197,454,629,817,658,417,673,791,585
TBCK,167,141,150,133,319,392,340,333,693,565,741,907,562,510,613,763
TBK1,180,163,139,129,386,457,488,405,1072,915,1095,1037,814,1080,1033,875
TBKBP1,169,97,95,78,314,228,236,204,252,389,382,339,356,463,377,393
TBL1X,473,319,281,303,1000,1037,1052,892,1756,1709,1899,1660,1118,1875,1956,1477
TBL1XR1,518,483,394,330,893,1054,1098,894,3659,4194,5041,4318,2815,4562,5161,5102
TBL1Y,0,0,0,0,11,11,20,17,11,28,23,22,14,19,35,20
TBL2,216,137,122,131,379,382,373,334,734,603,720,667,545,627,733,682
TBL3,233,188,151,144,610,581,555,451,1123,770,716,730,702,987,890,917
TBP,118,80,88,66,265,246,259,188,477,434,505,401,360,469,497,399
TBPL1,78,60,57,43,176,171,182,137,315,201,327,217,187,212,268,220
TBPL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBR1,0,0,0,0,2,1,0,0,2,1,1,1,4,0,0,0
TBRG1,236,219,193,189,512,609,630,578,1022,1221,1569,1414,1171,1211,1448,1280
TBRG4,396,235,238,234,785,888,888,689,1826,1243,1305,1403,1196,1238,1344,1286
TBX1,0,0,0,1,0,0,0,0,2,0,2,1,1,1,1,0
TBX10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
TBX15,25,21,15,21,26,9,20,9,33,48,57,72,4,11,17,3
TBX18,17,18,12,14,5,6,4,11,69,42,80,41,28,66,65,56
TBX19,26,26,23,14,51,53,59,48,53,84,118,99,106,75,75,70
TBX2,48,41,30,28,225,281,315,311,85,155,164,120,140,317,299,140
TBX20,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,2
TBX21,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
TBX22,0,0,0,0,0,1,0,0,2,1,1,2,0,0,1,0
TBX3,63,29,37,30,88,68,84,53,133,70,92,57,269,141,124,78
TBX4,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
TBX5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX5-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TBX6,12,7,8,10,40,29,28,22,8,11,9,17,33,24,31,21
TBXA2R,6,3,4,1,8,11,8,2,27,15,20,16,22,25,23,27
TBXAS1,59,98,118,116,222,444,490,565,465,473,627,698,373,717,762,672
TC2N,55,50,53,72,135,124,238,200,388,432,618,616,263,383,464,686
TCAIM,187,164,139,162,430,434,481,422,823,925,1241,1230,578,997,1061,965
TCAM1P,2,0,0,0,3,3,2,5,23,11,6,12,15,11,10,10
TCAP,1,2,1,2,3,1,2,1,8,3,8,7,7,5,18,10
TCEA1,798,525,467,429,2038,1561,1492,1246,4533,3596,4134,3436,2738,3772,3605,3059
